-10.0	1.1814661590172615E-6
-9.9975	1.162378237151004E-6
-9.995	1.143511035438296E-6
-9.9925	1.124864302188151E-6
-9.99	1.1064369925608693E-6
-9.9875	1.0882276399864774E-6
-9.985	1.0702347159479071E-6
-9.9825	1.0524585728537765E-6
-9.98	1.0348955752025054E-6
-9.9775	1.017545462236555E-6
-9.975	1.0004077123283316E-6
-9.9725	9.834805487470328E-7
-9.97	9.667632856532315E-7
-9.9675	9.502542608609713E-7
-9.965	9.339525193824528E-7
-9.9625	9.178584786182024E-7
-9.96	9.019668371261538E-7
-9.9575	8.862800608003452E-7
-9.955	8.707952195590916E-7
-9.9525	8.555116529692861E-7
-9.95	8.404293787610421E-7
-9.9475	8.255448149033908E-7
-9.945	8.108588127950624E-7
-9.9425	7.963690541008516E-7
-9.94	7.820744974854422E-7
-9.9375	7.679746973655225E-7
-9.935	7.540672482415617E-7
-9.9325	7.403514250579621E-7
-9.93	7.268263254201931E-7
-9.9275	7.134917861427587E-7
-9.925	7.00344418517595E-7
-9.9225	6.873847257953437E-7
-9.92	6.746101740973647E-7
-9.9175	6.620203070860169E-7
-9.915	6.496142518723737E-7
-9.9125	6.373909992873587E-7
-9.91	6.253486459750539E-7
-9.9075	6.134855868602668E-7
-9.905	6.018012888208901E-7
-9.9025	5.902949877074142E-7
-9.9	5.789649314727318E-7
-9.8975	5.678105171287972E-7
-9.895	5.568295280681364E-7
-9.8925	5.46021758328389E-7
-9.89	5.353856728315855E-7
-9.8875	5.24919436655933E-7
-9.885	5.146228718076066E-7
-9.8825	5.044945983140473E-7
-9.88	4.945328027785719E-7
-9.8775	4.847371161995521E-7
-9.875	4.7510509782116496E-7
-9.8725	4.6563772304175944E-7
-9.87	4.5633163558326806E-7
-9.8675	4.4718698325586757E-7
-9.865	4.382022711761457E-7
-9.8625	4.2937616330863435E-7
-9.86	4.20706882128357E-7
-9.8575	4.12194528844434E-7
-9.855	4.038370528344508E-7
-9.8525	3.956333454454231E-7
-9.85	3.875827040068669E-7
-9.8475	3.7968342783693834E-7
-9.845	3.7193516542802175E-7
-9.8425	3.643357586293298E-7
-9.84	3.568843918532344E-7
-9.8375	3.4957989139724645E-7
-9.835	3.424222011227E-7
-9.8325	3.354080289561104E-7
-9.83	3.285373289711909E-7
-9.8275	3.2180882298921093E-7
-9.825	3.152224582879681E-7
